Colleges,State
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR 017",['Gujarat']
"Dr.J.N.Maheta Government Polytechnic,Amreli 611",['Gujarat']
Post Graduate Institute of Dairy Education and Research,['Gujarat']
Devang Patel Institute of Advance Technology and Research,['Gujarat']
"Dr. Jivraj Mehta Institute of Technology, Anand 082",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, MODASA 016",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, PALANPUR 061",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR 021",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, DAHOD 018",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28 GANDHINAGAR 013",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, BHUJ 015",['Gujarat']
"D.A. Diploma Engg. and Technology, Mahemdavad 682",['Gujarat']
"Merchant Institute of Diploma Studies, Mehsana",['Gujarat']
SHRI HARI DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
"ENGINEERING COLLEGE, TUWA DIPLOMA SECOND SHIFT - 958",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, PATAN 022",['Gujarat']
"SHRI ADARSH BCA COLLEGE, RADHANPUR",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT 020",['Gujarat']
KRISHNA SCHOOL OF DIPLOMA STUDIES,['Gujarat']
MUDRA TAKSHASHILA INSTITUTE OF DESIGN AND ARCHITECTURE,['Gujarat']
NEOTECH INSTITUTE OF PHYSIOTHERAPY,['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, VALSAD 019",['Gujarat']
GLS Institute of Business Administration,['Gujarat']
Smt Kusumben Kadakia Arts and Commerce College,['Gujarat']
Smt. N.C. Gandhi & B.V. Gandhi Mahila Arts & Commerce College,['Gujarat']
Smt. T. J. Patel English Medium Commerce College,['Gujarat']
Smt. PNR Shah Mahila Arts and Commerce College,['Gujarat']
Smt. Savitaben Chunibhai Patel Fartikuiwala Commerce College,['Gujarat']
Shri D.N. Institute of P.G. Studies in Commerce,['Gujarat']
Shri Darshanam Sanskrit Mahavidyalaya,['Gujarat']
G.D.Modi College of Arts,['Gujarat']
R.R. Mehta College of Science and C.L. Parikh College of Commerce,['Gujarat']
Shree B.P. Brahmbhatt Arts and M.H. Guru Commerce College,['Gujarat']
Shri & Smt. P.K Kotawala Arts College,['Gujarat']
Shree Swaminarayan Arts College,['Gujarat']
Shri Trikamjibhai Chatwani Art & J. V. Gokal Trust Commerce College,['Gujarat']
Shri V R Patel College of Commerce,['Gujarat']
Orion Institute of Management & Technology,['Gujarat']
SPM Gandhinagar,['Gujarat']
Babubhai B. Avichal Arts And Commerce College,['Gujarat']
C B Patel Arts College,['Gujarat']
C.& S.H. Desai Arts and L. K. L. Doshi Commerce College,['Gujarat']
C.C.Sheth College of Commerce,['Gujarat']
Prin. M. C. Shah Commerce College,['Gujarat']
PARAM INSTITUTE OF MANAGEMENT & RESEARCH,['Gujarat']
Matushri Virbaima Mahila Science & Home Science College,['Gujarat']
Matushri Virbaima Mahila Arts College,['Gujarat']
Matrushree Monghima Mahila Arts & Commerce College,['Gujarat']
Municipal Arts and Commerce College,['Gujarat']
Nalini-Arvind and T. V. Patel Arts College,['Gujarat']
Centre for Studies and Research on life and Works of Sardar Vallabhbhai Patel,['Gujarat']
Sir P. T. Sarvajanik College of Science,['Gujarat']
Parekh Brothers Science College,['Gujarat']
BPCBA Gandhinagar,['Gujarat']
BRCM Surat,['Gujarat']
People's Education Society Sanchalit Shri J.B. Thacker Commerce College,['Gujarat']
P.P. Patel College of Social Science,['Gujarat']
R.H. Patel Arts & Commerce College,['Gujarat']
Post Graduate Institute of Agri. Business Management,['Gujarat']
Indu Management Institute,['Gujarat']
SMT. R.D. GARDI DEPARTMENT OF BUSINESS MANAGEMENT,['Gujarat']
I V Patel College of Commerce,['Gujarat']
Sheth Motilal Nyalchand Science College,['Gujarat']
B.K.M. Science College,['Gujarat']
J.Z. Shah Arts & H.P. Desai Commerce College,['Gujarat']
C.U. Shah Arts College,['Gujarat']
J. & J. College Of Science,['Gujarat']
SPB English Medium College of Commerce,['Gujarat']
Bhagwan Mahavir College of M.Sc. Biotechnology,['Gujarat']
Shah N. H. Commerce College,['Gujarat']
Bharatiya Vidya Bhavan's Sheth R.A. College of Science,['Gujarat']
The Patidar Gin Science College,['Gujarat']
Shri J D Gabani Commerce College,['Gujarat']
Smt. C.D. ROFEL Arts & Smt. I.S.R. Achchhariwala ROFEL Commerce College,['Gujarat']
Shree M.P. Shah Arts & Science College,['Gujarat']
M.J.Kundaliya Education & Physical Education College,['Gujarat']
J.P. Pardiwala Arts & Commerce College,['Gujarat']
Bahauddin Science College Junagadh,['Gujarat']
Shri U.N. Mehta Arts College,['Gujarat']
M. T. Dhamsaniya Commerce & B.B.A. College,['Gujarat']
NRIBM Ahmedabad,['Gujarat']
VALUE INSTITUTE Ahmedabad,['Gujarat']
"Bhawan's Shri I.L. Pandya Arts, Science and Jashodaben Shah Commerce College",['Gujarat']
K K Arts and Commerce College,['Gujarat']
Shri P.H.G Municipal Arts & Science College,['Gujarat']
K. C. Sheth Arts College,['Gujarat']
Shri J.H.Bhalodiya Women s College,['Gujarat']
Government Arts & Commerce College,['Gujarat']
Shah K.S. Arts and V.M. Parekh Commerce College,['Gujarat']
Smt. Rasilaben Ranchodbhai Haribhai Patel Mahila Arts College,['Gujarat']
Shri H.S. Shah College of Commerce,['Gujarat']
G.M.Bilakhia College of Arts,['Gujarat']
IDEA Institute of Management & Technology,['Gujarat']
SRLIM Surat,['Gujarat']
Vijaynagar Arts College,['Gujarat']
C. K. Pithawalla Institute of Management,['Gujarat']
Smt Shantaben Motilal Panchal Science College,['Gujarat']
HNS Rajkot,['Gujarat']
Kavishree Botadkar Arts & Commerce College,['Gujarat']
Shree Samanvay institute of mba,['Gujarat']
C.K. Patel College Of Social Work,['Gujarat']
Manish Institute of Management,['Gujarat']
K.K. Parekh Institute of Management Studies,['Gujarat']
Shri Janki Vallabh Arts And Shri M. S. Patel Commerce College,['Gujarat']
Sabar Institute of Management,['Gujarat']
Smt.Kantaben Kirtilal Shah Arts And Smt. Lilavatiben Bapulal Gunjariya Commerce College,['Gujarat']
SPCAM Anand,['Gujarat']
SHRI BRAHMANAND INSTITUTE OF MANAGEMENT,['Gujarat']
TOLANI INSTITUTE OF MANAGEMENT STUDIES ADIPUR,['Gujarat']
VU Ahmedabad,['Gujarat']
Xcellon School of Business,['Gujarat']
United World School of Business,['Gujarat']
SMJV C K Shah Vijapurwala Institute of Management,['Gujarat']
Shanti Communication School,['Gujarat']
B K School of Business Management,['Gujarat']
Shree leuva patel trust mba mahila college,['Gujarat']
Shree M.P. Shah Muni. Commerce College,['Gujarat']
K.H. Madhvani Arts Commerce College,['Gujarat']
Municipal Arts And Urban Science College,['Gujarat']
Vadnagar Nagrik Sahakari Bank Ltd. Arts & Commerce College,['Gujarat']
M. M. Chaudhari Arts College,['Gujarat']
Idar Anjana Patidar H.K.M Arts And P.N. Patel Commerce College,['Gujarat']
Smt. Mangalaben Chunilal Desai Arts & Commerce College,['Gujarat']
Nilkanth Science College,['Gujarat']
"Shree K.R. Anjana Arts and Commerce College, Dhanera Science College",['Gujarat']
Smt. R.P.Chauhan Arts & Smt. J.K. Shah & Shri K.D.Shah Commerce College & K.R.P. Darji Indoamerican Institute of Computer Science,['Gujarat']
Shree H.K. Parekh College of Management,['Gujarat']
Babubhai M. Shah Mahavidyalaya,['Gujarat']
Bhavan's Sheth R.A. College of Arts and Commerce,['Gujarat']
Shree Sahjanand Arts and Commerce college,['Gujarat']
Sheth T. C. Kapadia Arts & Commerce College,['Gujarat']
"Arts, Science and R. A. Patel Commerce College",['Gujarat']
Govt. R. C. College Of Commerce,['Gujarat']
Anjar Education Society Group Of Institutions,['Gujarat']
The Navyug Vidyabhavan Trust'S Group Of Colleges,['Gujarat']
Prof.V. B. Shah Institute of Management,['Gujarat']
CL Patel Institute of Studies & Research in Renewable Energy,['Gujarat']
Samarpan Commerce College,['Gujarat']
"Academy of Certified Valuators & Analysts, Ahmedabad",['Gujarat']
"Indian Institute of Sustainability, Ahmedabad",['Gujarat']
Shri B.H. Gandhi BBA College,['Gujarat']
Ahmedabad University,['Gujarat']
MKBU,['Gujarat']
TransStadia University Ahmedabad,['Gujarat']
A.S.B. Patel College of Business Administration,['Gujarat']
B.F. Shah Institute of Commerce and Management,['Gujarat']
K.K. Parekh Commerce College,['Gujarat']
Kameshwar BBA College,['Gujarat']
"Gujarat Commerce College, Ellisbridge",['Gujarat']
M. B. Patel Rashtrabhasha Vinayan Aur Vanijya Mahavidyalaya,['Gujarat']
National College of Commerce,['Gujarat']
N. C. Bodiwala & Prin. M. C. Desai Commerce College,['Gujarat']
Neeldeep College of Commerce,['Gujarat']
N. M. Zala & G. N. Zala Arts & Commerce College,['Gujarat']
PRESIDENT NURSING COLLEGE,['Gujarat']
Umiya Arts and Commerce College for Girls,['Gujarat']
Shri L.V. Upadhyay Arts and Commerce College,['Gujarat']
Shri Sahajanand Vanijya Mahavidyalaya,['Gujarat']
Smt. Champaben Bhagat Education B.Sc. (Fire and Safety) College,['Gujarat']
Smt. R. D. Shah Arts & Smt. V. D. Shah Commerce College,['Gujarat']
JEEL GOSWAMI COLLEGE OF SCIENCE AND RESEARCH,['Gujarat']
Piyuni Goswami College of Arts,['Gujarat']
Rudra Goswami College of Computer Application,['Gujarat']
"Shree Sarayu Ramanand Sanskrit Mahavidyalaya, Ahmedabad",['Gujarat']
"BAPA SITARAM SEVA TRUST ARTS COLLEGE, RAJULA",['Gujarat']
DVP COLLEGE - DEVKA,['Gujarat']
"MATUSHREE MONGHIBA MAHILA ARTS COLLEGE, AMRELI",['Gujarat']
NUTAN COMMERCE COLLEGE - AMRELI,['Gujarat']
"SHREE MANIBEN KARSANBHAI SAVALIYA ARTS COLLEGE, BADHADA",['Gujarat']
"SMT. V.D. GHELANI MAHILA ARTS COLLEGE, SAVARKUNDLA",['Gujarat']
V.D.KANKIYA ARTS & M.R.SANGHVI COMMERCE COLLEGE-SAVARKUNDLA,['Gujarat']
CAM Institute of Allied Health Science and Technology,['Gujarat']
"ADARSH SCIENCE COLLEGE, NAPA",['Gujarat']
Navajagruti Arts and Commerce College for Women,['Gujarat']
"Shree JM Patel Institute of Social Work and Applied Arts, Anand",['Gujarat']
Shri D. M. Patel Arts & Shri S. S. Patel Commerce College,['Gujarat']
Shri I. K. Chavda  Gram Vidhyapith,['Gujarat']
MAZUM MSC SCIENCE COLLEGE,['Gujarat']
SAMARPAN PGDMLT COLLEGE,['Gujarat']
SHRADDHA B.SC COLLEGE POYADA,['Gujarat']
KUM. M. H. GARDI SCHOOL OF MANAGEMENT,['Gujarat']
M.S. PATEL INSTITUTE OF MANAGEMENT STUDIES (FACULTY OF MANAGEMENT STUDIES),['Gujarat']
SHRADDHA MSW COLLEGE POYADA,['Gujarat']
SHRI MH KADAKIA INSTITUTE OF MANAGEMENT & COMPUTER STUDIES,['Gujarat']
SMT. VANITABEN BACHUBHAI NANDOLA M.B.A. COLLEGE,['Gujarat']
SHREE M D PATEL DIPLOMA  IN HELATH AND SENETARY INCPECTOR COLLEGE TAKHATPUR,['Gujarat']
THE MANDVI EDUCATION SOCIETY INSTITUTE OF BUSINESS MANAGEMENT AND COMPUTER STUDIES,['Gujarat']
SHRI S.K SHAH & SHRI KRISHNA O M ARTS COLEGE,['Gujarat']
SHRI T S PATEL B R S COLLEGE AMBALIYARA,['Gujarat']
SHRI T S PATEL P G D M L T COLLEGE AMBALIYARA,['Gujarat']
SIR P.T. SCIENCE COLLEGE Modasa,['Gujarat']
"Smt. Galbiba Bhikhabhai Pavaya & Smt. Puriba Shamjibhai Pavaya Science College, Palanpur",['Gujarat']
ADWAIT ARTS COLLEGE JASARA,['Gujarat']
BHARAT EDUCATION TRUST SANCHALIT PGDCA COLLEGE,['Gujarat']
"Government Arts College, Banaskantha",['Gujarat']
"G.V. Vaghela Arts and Commerce College ,Banaskantha",['Gujarat']
"G V VAGHELA SCIENCE COLLEGE, DEODAR",['Gujarat']
SHREE KRISHNA ARTS COLLEGE LAKHANI,['Gujarat']
"SHREE K S JAVERI COMMERCE COLLEGE, GADH",['Gujarat']
"SHREE KUMARBHAI SEVANTILAL JAVERI SCIENCE COLLEGE, GADH",['Gujarat']
"Shree Sarvoday Education Foundation Trust Managed Arts and Commerce College,Banaskantha",['Gujarat']
"SHREE SEVANTILAL TRIBHOVANDAS JAVERI ARTS COLLEGE, GADH",['Gujarat']
Shree Sharvoday Education Foundation Trust managed Arts AND Commerce College,['Gujarat']
shree un vibhag kelvani mandal sanchalit science college Un,['Gujarat']
Shri Adarsh  Arts College,['Gujarat']
SHRI ARBUDA YUVA EDUCATION TRUST LAKHANI MANAGED ARTS COLLEGE LAKHANI,['Gujarat']
SHRI BANASKANTHA ANJANA PATEL KELVANI MANDAL SANCHALIT COMMERCE COLLEGE,['Gujarat']
"SHRI RATNABHAI KAJABHAI PATROD SCIENCE COLLEGE, DHANERA",['Gujarat']
"SHRI UN VIBHAG KELAVANI MANDAL ARTS AND COMMERCE COLLEGE,UN.",['Gujarat']
SHRI VADGAM TALUKA ANJANA KELAVNI MANDAL VADGAM MANAGED DIPLOMA IN HEALTH AND SANITARY INSPECTORVADGAM,['Gujarat']
POLYTECHNIC IN ANIMAL HUSBANDRY,['Gujarat']
Aspee College of Home Science & Nutrition,['Gujarat']
Ankleshwar Environmental Preservation Society,['Gujarat']
BALHANS COLLEGE OF SOCIAL WORK THAVA,['Gujarat']
Deepjyoti College of Commerce,['Gujarat']
IQRA B. C. A. College,['Gujarat']
Nutan Gram Vidhyapeeth,['Gujarat']
Shree Rang Navchetan Commerce CollegeValia,['Gujarat']
Shri Rang Navchetan Mahila Arts College,['Gujarat']
"Sondarba Ramsinh Mangrola Institute of Science Studies, Valia",['Gujarat']
"V.C.T. Mahila Arts & Commerce College, Bharuch",['Gujarat']
GOPINATHJI MAHILA ARTS COLLEGE,['Gujarat']
MAHDI MAHILA COMMERCE COLLEGE,['Gujarat']
"MATUSHRI RAMUBA TEJANI AND MATUSHRI SHANTABEN VIDIA SCIENCE COLLEGE , SARDAR PATEL INSTITUTE, KALIYA BID",['Gujarat']
MATUSHRI RATANBEN RAMJIBHAI MONPARA ARTS COLLEGE KALIYABID,['Gujarat']
SHREE DINESHBHAI SHAMJIBHAI RAVANI SCIENCE COLLEGE,['Gujarat']
Shree G. L. Kakadia College of Commerce and Management,['Gujarat']
Shree Maruti Vidhya Mandir College of B.S.W.,['Gujarat']
SHREE SWAMINARAYAN MAHAVIDHYALAYA B COM MAHILA COLLEGE,['Gujarat']
SHRI MARUTI VIDHYAMANDIR COLLEGE OF COMMERCE AND ARTS,['Gujarat']
Shri Maruti Vidyamandir College of Fashion Designing,['Gujarat']
SHRI MUKESHKUMAR MAGANLAL DOSHI ARTS AND COMMERCE COLLEGE,['Gujarat']
"SHRI RADHESHYAM MAHILA ARTS COLLEGE, NATIONAL HIGHWAY",['Gujarat']
Smt. Jamanabahen Bhuta Arts College,['Gujarat']
SMT LAXMIBEN PREMJIBHAI SAVANI SATUABABA B C A COLLEGE,['Gujarat']
"SMT MANJULABEN ARVINDBHAI TEJANI ARTS COLLEGE - MAHILA COLLEGE, EDUCATIONAL CAMPUS",['Gujarat']
"SMT SAVITABEN RAMESHBHAI VAGHANI COMMERCE COLLEGE -MAHILA COLLEGE, EDUCATIONAL CAMPUS",['Gujarat']
Smt. V.P. Kapadia Mahila Arts College,['Gujarat']
Suryoday College of Commerce,['Gujarat']
The K. P. E. S. science College,['Gujarat']
V.S. LAKHANI P.G. CENTRE OF SOCIAL WORK,['Gujarat']
"Bhaktraj Dada Khachar Arts & Commerce College, Gadhada",['Gujarat']
"SHREE ADARSH B SC COLLEGE, ADARSH EDUCATIONAL CAMPUS",['Gujarat']
Shree J.C. Kumarappa Mahavidyalaya,['Gujarat']
Shree Kelavani Mandal Sanchalit Mahila Arts College Dhasagam,['Gujarat']
Shree V.M. Sakaria Mahila Arts College,['Gujarat']
SHRI SHAILESH CHANDULAL GANDHI B C A COLLEGE,['Gujarat']
SHRI V M SAKARIYA MAHILA COMMERCE COLLEGE,['Gujarat']
"Government Science College, Chhotaudepur",['Gujarat']
"Shri Chunilal Himmatbhai Bhil Government Arts & Commerce, Naswadi",['Gujarat']
Shri. M. C. Rathva Arts College,['Gujarat']
SHRI MOHANSINH CHHOTUBHAI RATHVA SCIENCE COLLEGE,['Gujarat']
GOVERNMENT ARTS AND COMMERCE COLLEGE JAMKHAMBHALIYA,['Gujarat']
LT.KANKUBEN RATANSHI GOKANI AND LT.RATANSHI SUNDARJI GOKANI MAHILA COMMERCE COLLEGE,['Gujarat']
Shree Ravikumar Parbatbhai Chavda Mahila Arts College,['Gujarat']
Yadunandan Ahir Education Sanchalit  Dr. Ranmal Nathabhai Varotariya Mahila Arts College,['Gujarat']
Yadunandan Ahir Education Sanchalit MatruShree Rambhiben Devatbhai Kothiya Mahila  Commerce College,['Gujarat']
YADUNANDAN AHIR EDUCATION TRUST SANCHALIT DWARKADHISH COMMERCE COLLEGE,['Gujarat']
"Government Science College, DHANPUR",['Gujarat']
"Government Science College, LIMKHEDA",['Gujarat']
MAHARANI PREMKUMARI COLLEGE OF RURAL SCIENCES,['Gujarat']
MAHARANI PREMKUMARI COLLEGE OF SOCIAL SCIENCES,['Gujarat']
"SHRI GOPALBHAI P. DHANKA MSW COLLEGE, NAGARALA.",['Gujarat']
"Shri Sumanbhai Rangjibhai Bhabhor Arts College, Singvad",['Gujarat']
JMD INSTITUTE OF NURSING,['Gujarat']
JMD SCIENCE COLLEGE,['Gujarat']
Sheth L. H. Science College,['Gujarat']
AMAR SHAHEED DHANABHAI MANDABHAI BARAD SCIENCE COLLEGE,['Gujarat']
"DR. BHARAT BARAD ARTS & COMMERCE COLLEGE, SUTRAPADA",['Gujarat']
Dr. Dahyabhai Kanjibhai Ukani Mahila College,['Gujarat']
"Government Science College, Veraval",['Gujarat']
H.M.V.ARTS & COMMERCE COLLEGE-UNA,['Gujarat']
J M SCIENCE COLLEGE- VERAVAL,['Gujarat']
"K.D. BARAD ARTS & COMPUTER SCIENCE COLLEGE, AHEMDPUR, MANDVI-DIU",['Gujarat']
Mahila Arts College,['Gujarat']
SHREE JASUBHAI DHANABHAI BARAD COMMERCE COLLEGE - AJOTHA,['Gujarat']
SHREE UKABHAI DODIYA BRS COLLEGE SIMAR,['Gujarat']
SHREE UKABHAI DODIYA COMMERCE COLLEGE,['Gujarat']
SHRI ARJUN B.COM COLLEGE SUPASI,['Gujarat']
Shri D.M. Barad Arts and Commerce,['Gujarat']
"SMT. C.P. CHOKSI ARTS & SHREE P.L. CHOKSI COMMERCE COLLEGE, VERAVAL",['Gujarat']
Digvijay A. and C. College,['Gujarat']
S.H.GARDI ARTS & C.R.GARDI COMM.COLLEGE-DHROL,['Gujarat']
"SHREE D.K. KAPURIA ARTS COLLEGE AND S.B. GARDI COMMERCE COLLEGE, KALAVAD",['Gujarat']
Shri Gosar Hansraj Gosrani Commerce & Shri D. D.Nagda BBA College-Jamnagar,['Gujarat']
"SHRI V.M.MEHTA MUNICIPAL ARTS AND COMMERCE COLLEGE, JAMNAGAR",['Gujarat']
GARDI ARTS & COMMERCE COLLERE-MALIAHATINA,['Gujarat']
"KU. A.B. GARDI SHRI GRAMVIDHYA MAHAVIDHYALAYA B.S.M.S. COLLEGE OF RURAL STUDIES, SHARDAGRAM .",['Gujarat']
LATE SHREE PUNJABHAI NAJBHAI BORICHA COMMERCE COLLEGE DEVGADH,['Gujarat']
SHREE DEVMANI ARTS & COMMERCE COLLEGE-VISAVDAR,['Gujarat']
SHREE MOHANBHAI MEGHAJIBHAI KANANI COMMERCE COLLEGE,['Gujarat']
Shree Patel Vidhya Mandir Science College,['Gujarat']
SHREE SAURABH SCIENCE COLLEGE,['Gujarat']
"Shri Karmyogi Arts, Commerce And B.R.S. College",['Gujarat']
U.K.VACHHANI MAHILA ARTS & HOMESCI. COLLEGE-KESHOD,['Gujarat']
"G.M.D.C. Sponsored - Manibhai Valji Ramani & Manilal Punjabhai Ramani  Arts College & Ratanshibhai Khimjibhai Khetani Commerce College,",['Gujarat']
Maharavshri Lakhpatji Government Arts and Commerce College - Lakhpat,['Gujarat']
"SHREE VANI VINAYAK ARTS AND COMMERCE COLLEGE, KACHCHH",['Gujarat']
Shri H B Palan Arts & Commerce College,['Gujarat']
SMT NIRANJANA PANKAJ MAHETA MAHILA COLLEGE,['Gujarat']
College of Agriculture Vaso,['Gujarat']
Manekchok Co-Op Bank Arts & Mahemdabad Urban People Co-Op Bank Commerce College,['Gujarat']
"Dakor Sanskrit Pathshala, Dakor",['Gujarat']
"Laxminarayan Dev Sanskrit Mahavidyalaya, Vadtal",['Gujarat']
"Shree Swaminarayan Sanskrit Mahavidyalaya, Dabhan",['Gujarat']
COLLEGE OF COMPUTER STUDIES MSCIT VADU,['Gujarat']
"Maniben M.P.Shah Mahila Arts College, Kadi",['Gujarat']
Momina Nuriben Alijibhai Balya Jafari Arts & Commerce,['Gujarat']
NAVSARJAN INSTITUTE OF MSW COLLEGE,['Gujarat']
NEELDEEP INSTITUTE OF MSW,['Gujarat']
RATNAMANI COMMERCE COLLEGE,['Gujarat']
"SHREE GANESHBHAI NAGJIBHAI PATEL COMMERCE COLLEGE, NANIKADI",['Gujarat']
SHREE KOKILABEN KARSANBHAI PATEL GIRLS SCIENCE COLLEGE,['Gujarat']
"SHREE PANCHOTIYA PARIVAR ARTS AND COMMERCE COLLEGE, DABHODA",['Gujarat']
SHREE R K PATEL BCA COLLEGE NANIKADI,['Gujarat']
SHREE SARASWATI KANYA KELAVANI MADAL SANCHALIT COLLEGE OF NURSING,['Gujarat']
SHREE SWAMINARAYAN MSC COLLEGE  VIJAPUR,['Gujarat']
SMT HANSABEN JAYANTIBHAI PATEL ARTS AND COMMERCE GIRLS COLLEGE,['Gujarat']
"VRUNDAVAN B Sc COLLEGE, GANESHPURA",['Gujarat']
HVHP Institute of Post Graduate Studies and Research,['Gujarat']
"Smt. Sharadben Shantibhai Patel Nootan Science and Commerce College, Visnagar",['Gujarat']
NAVGUJARAT MSW COLLEGE,['Gujarat']
NAVGUJARAT SCIENCE & ARTS COLLEGE,['Gujarat']
Shri N. K. Mehta & Smt. M. F. Dani Arts College,['Gujarat']
Smt. C. R. Gardi Arts College,['Gujarat']
"M.M.SCIENCE COLLEGE, MORBI",['Gujarat']
SARVOPARI COLLEGE,['Gujarat']
SHRI D.V.RAVAL ARTS & COMM. COLLEGE-HALVAD,['Gujarat']
"SHRI H.N.DOSHI ARTS & R.N.DOSHI COMMERCE COLLEGE, WANKANER",['Gujarat']
School of Arts,['Gujarat']
"GOVERNMENT ARTS COLLEGE, TILAKWADA",['Gujarat']
MAIKAL KANYA ARTS COLLEGE GARUDESHWAR,['Gujarat']
"Shri Maharaja Rajendrasinhji Arts & Science College, Rajpipla",['Gujarat']
Shri Ratnasinhji Mahida Commerce College,['Gujarat']
"H.R.SHAH MAHILA ARTS AND COMMERCE COLLEGE,NAVSARI",['Gujarat']
"M. R. Desai Arts & E. E. Laher Kodsadiya Commerce College, Chikhli",['Gujarat']
Naran Lala Institute of Teacher Education,['Gujarat']
"S. B. Garda Arts College & P. K. Patel College of Commerce, Navsari",['Gujarat']
GVM INSTITUTE OF POLYTECHNIC IN ANIMAL HUSBANDRY,['Gujarat']
DEVRAJ INSTITUTE OF SOCIAL WORK,['Gujarat']
DEVRAJ SCIENCE COLLEGE,['Gujarat']
"Government Arts and Science College, Morvahadaf",['Gujarat']
M. M. Gandhi Arts & Commerce College,['Gujarat']
Shree J. L. K. Kotecha Arts & S. H. Gardi Commerce College,['Gujarat']
SHRI JIVAN JYOT ARTS COLLEGE,['Gujarat']
"ADARSH SCIENCE COLLEGE, PATAN",['Gujarat']
JETHIBA K. PATEL ARTS COLLEGE & B.A. PATEL & D. B. VYAS COMMERCE COLLEGE,['Gujarat']
MAHARSHI DAYANAND DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE BASPA,['Gujarat']
MAHARSHI DAYANAND PGDMLT COLLEGE BASPA,['Gujarat']
"MAHRSHIDAYANAD ARTS AND COMMERCE COLLEGE,  BASPA",['Gujarat']
MAKTABAH JAFARIYAH POSTGRADUATE COLLEGE OF SCIENCE SEDRANA SQUARE,['Gujarat']
NGES MSW COLLEGE,['Gujarat']
N M SHAH ARTS COMMERCE COLLEGE SHANKHESWAR,['Gujarat']
"NOOTAN VINAY MANDIR MSW COLLEGE, PATAN",['Gujarat']
SAIFEE JUBILEE ARTS & COMMERCE COLLEGE,['Gujarat']
SHREE ADARSH MSC COLLEGE RADHANPUR,['Gujarat']
SHREE ADARSH PGDMLT COLLEGE PATAN,['Gujarat']
SHREE ADARSH PGDMLT COLLEGE RADHANPUR,['Gujarat']
SHRI ADARSH SCIENCE COLLEGE RADHANPUR,['Gujarat']
SMT. LILAVATIBEN MANILAL SHAH SCIENCE COLLEGE RADHANPUR,['Gujarat']
SMT T S R COMMERCE COLLEGE PATAN,['Gujarat']
"Shree Gopalkrishna Sanskrit Mahavidyalaya, Patan",['Gujarat']
K.H.MADHWANI ARTS & COMMERCE COLLEGE -PORBANDAR,['Gujarat']
S.M.Jadeja Arts and Commerce College,['Gujarat']
"DHARMENDRASIHJI ARTS COLLEGE, RAJKOT",['Gujarat']
Haridarshan MSW College,['Gujarat']
KAVI SHREE DAAD GOVERNMENT ARTS AND COMMERCE COLLEGE PADDHARI,['Gujarat']
M.D.KAHOR ARTS & COMMERCE COLLEGE-JASDAN,['Gujarat']
N.H.RADADIYA ARTS & COMMERCE COLLEGE-JAMKANDORANA,['Gujarat']
R.R.PATEL MAHILA ARTS & COMMERCE COLLEGE-RAJKOT,['Gujarat']
SADGURU MAHILA HOMESCI.& M.J.K.ENG. MEDIUM MAHILA COMMERCE & B.B.A. COLLEGE-RAJKOT,['Gujarat']
SHRI SURBHI MSW COLLEGE,['Gujarat']
SMT.U.L.D. MAHILA COLLEGE-GONDAL,['Gujarat']
BRDF SAMAJKARYA MAHAVIDHYALAYA SALAL,['Gujarat']
"Government Arts and Commerce college, Poshina",['Gujarat']
GOVERNMENT SCIENCE COLLEGE IDAR,['Gujarat']
GRAVITY MSW COLLEGE KHEDBRAHMA,['Gujarat']
MSW COLLEGE ANDHROKHA,['Gujarat']
PGDCA COLLEGE ANDROKHA,['Gujarat']
RIDHDHI BCA COLLEGE MOTIPURA,['Gujarat']
"SABAR SAMAJSEVA MAHAVIDHYALAY MSW COLLEGE, SONASAN",['Gujarat']
SMT BABUBEN R PATEL MSC COLLEGE ANDROKHA,['Gujarat']
"Polytechnic in Animal Husbandry, Himmatnagar",['Gujarat']
"Bhagwan Yagyavalkya Ved Sanskrit Mahavidyalaya, Mudeti",['Gujarat']
"D. R. Patel & R. B. Patel Commerce College & Bhaniben Chhimkabhai Patel B.B.A. College, Bharthanu, Vesu,Surat",['Gujarat']
"GOVERNMENT SCIENCE COLLEGE, VARACHHA, SURAT",['Gujarat']
M. L. Parmar Science College,['Gujarat']
"Patel Raman Brothers Arts & Patel Gopalbhai Ranchhodji Commerce College, Bardoli",['Gujarat']
Prabhu BCA College,['Gujarat']
SASCMA English Medium College,['Gujarat']
"Science and Commerce College, Surat",['Gujarat']
Sheth C. D. Barfiwala College of Commerce,['Gujarat']
"Shree Atal Bihari Vajpayee Government Arts & Commerce College, Vankal, Surat",['Gujarat']
Shri Parsottambhai Haribhai Umrav College of Arts & Commerce,['Gujarat']
